Sentence_ID,Source,Sentences,Labels,Entities,SentFIN_ID,Word Count
3474,Financial Phrasebank,`` The new unit is a major investment in the Finnish media scene .,1,,,
3475,Financial Phrasebank,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',1,,,
3476,Financial Phrasebank,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .",1,,,
3477,Financial Phrasebank,`` This could be us .,1,,,
3478,Financial Phrasebank,`` We are selling an information systems development business to the Finns .,1,,,
3479,Financial Phrasebank,"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",1,,,
3480,Financial Phrasebank,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",1,,,
3481,Financial Phrasebank,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,1,,,
3482,Financial Phrasebank,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,0,,,
3483,Financial Phrasebank,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,2,,,
3484,Financial Phrasebank,"8,600 m , and at the time of investment it is fully leased to several tenants .",1,,,
3485,Financial Phrasebank,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,1,,,
3486,Financial Phrasebank,A profit is still on target .,2,,,
3487,Financial Phrasebank,A spokeswoman for the Italian fashion house declined comment on the settlement .,1,,,
3488,Financial Phrasebank,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",1,,,
3489,Financial Phrasebank,A total of 140 jobs will be reduced at the Raahe Steel Works .,0,,,
3490,Financial Phrasebank,"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",1,,,
3491,Financial Phrasebank,"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",1,,,
3492,Financial Phrasebank,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,1,,,
3493,Financial Phrasebank,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",2,,,
3494,Financial Phrasebank,"According to Finnish financial services group Sampo 's CEO , Bj+Ârn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",1,,,
3495,Financial Phrasebank,"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",1,,,
3496,Financial Phrasebank,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",1,,,
3497,Financial Phrasebank,"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",1,,,
3498,Financial Phrasebank,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",1,,,
3499,Financial Phrasebank,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",1,,,
3500,Financial Phrasebank,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .",1,,,
3501,Financial Phrasebank,"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .",1,,,
3502,Financial Phrasebank,"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .",1,,,
3503,Financial Phrasebank,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",1,,,
3504,Financial Phrasebank,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",1,,,
3505,Financial Phrasebank,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",1,,,
3506,Financial Phrasebank,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",1,,,
3507,Financial Phrasebank,"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",1,,,
3508,Financial Phrasebank,"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",1,,,
3509,Financial Phrasebank,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",1,,,
3510,Financial Phrasebank,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press .",1,,,
3511,Financial Phrasebank,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",1,,,
3512,Financial Phrasebank,All depends on financing .,1,,,
3513,Financial Phrasebank,Almost two thirds of Olvi 's net sales come from outside Finland .,1,,,
3514,Financial Phrasebank,"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",1,,,
3515,Financial Phrasebank,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .,1,,,
3516,Financial Phrasebank,"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1,,,
3517,Financial Phrasebank,"Among paper issues , Stora Enso R was little changed -- up 0.08 pct at 12.03 eur , UPM-Kymmene was 0.48 pct higher at 18.77 eur and M-real B added 0.50 pct to 3.99 eur .",1,,,
3518,Financial Phrasebank,An Android app will be coming soon .,1,,,
3519,Financial Phrasebank,An Apple spokeswoman said the company declined to comment .,1,,,
3520,Financial Phrasebank,Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,1,,,
3521,Financial Phrasebank,Around 250 of these reductions will be implemented through pension arrangements .,1,,,
3522,Financial Phrasebank,Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,1,,,
3523,Financial Phrasebank,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,1,,,
3524,Financial Phrasebank,"As a result , the number of personnel in Finland will be reduced by 158 .",1,,,
3525,Financial Phrasebank,As a result some 20 persons will no longer be needed .,0,,,
3526,Financial Phrasebank,"As much biomass will be used as can be sourced locally , with the rest of the plant 's fuel needs met by peat .",1,,,
3527,Financial Phrasebank,"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",1,,,
3528,Financial Phrasebank,"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",2,,,
3529,Financial Phrasebank,Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,1,,,
3530,Financial Phrasebank,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",1,,,
3531,Financial Phrasebank,"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",1,,,
3532,Financial Phrasebank,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",1,,,
3533,Financial Phrasebank,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .",1,,,
3534,Financial Phrasebank,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",0,,,
3535,Financial Phrasebank,BM4 middle layer headbox will be equipped with a dilution control system .,1,,,
3536,Financial Phrasebank,Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 .,1,,,
3537,Financial Phrasebank,"By the end of 2006 , the number of joint branch offices will total 170 .",1,,,
3538,Financial Phrasebank,Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,1,,,
3539,Financial Phrasebank,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",1,,,
3540,Financial Phrasebank,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,1,,,
3541,Financial Phrasebank,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",1,,,
3542,Financial Phrasebank,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,1,,,
3543,Financial Phrasebank,"Citigroup , Inc NYSE : C , Deutsche Bank NYSE : DB and Pohjola Bank are lead managers for the sale .",1,,,
3544,Financial Phrasebank,Coffee will be served starting at 14:30 EET as well as after the event .,1,,,
3545,Financial Phrasebank,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1,,,
3546,Financial Phrasebank,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",1,,,
3547,Financial Phrasebank,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",1,,,
3548,Financial Phrasebank,"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",2,,,
3549,Financial Phrasebank,"Componenta has production lines for similar-sized products at Karkkila in Finland , at Weert in the Netherlands and at Orhangazi in Turkey , and these had a combined output of approximately 100,000 tonnes and net sales of EUR 135 million in 2007 .",1,,,
3550,Financial Phrasebank,Componenta will also offer a five-year subordinated loan for subscription by the public .,1,,,
3551,Financial Phrasebank,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,1,,,
3552,Financial Phrasebank,Curators have divided their material into eight themes .,1,,,
3553,Financial Phrasebank,"Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market .",1,,,
3554,Financial Phrasebank,"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",1,,,
3555,Financial Phrasebank,Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,1,,,
3556,Financial Phrasebank,"Currently Glaston employs approximately 1,500 persons .",1,,,
3557,Financial Phrasebank,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1,,,
3558,Financial Phrasebank,Customers include hotels and restaurants as well as wholesalers and some retailers .,1,,,
3559,Financial Phrasebank,"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1,,,
3560,Financial Phrasebank,Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,1,,,
3561,Financial Phrasebank,Delivery is expected to take place later this month .,1,,,
3562,Financial Phrasebank,"Deutsche Beteiligungs , as well as a private equity fund it manages , first bought 75 % of MCE in a secondary buyout from White Plains , N.Y. , financial investor Andlinger & Co. in 2007 .",1,,,
3563,Financial Phrasebank,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,1,,,
3564,Financial Phrasebank,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,1,,,
3565,Financial Phrasebank,"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",1,,,
3566,Financial Phrasebank,"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 .",1,,,
3567,Financial Phrasebank,Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,1,,,
3568,Financial Phrasebank,"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",1,,,
3569,Financial Phrasebank,"ENP Newswire - 22 March 2011 Release date - 21032011 - A total of 13,000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between 1 January 2011 and 28 February 2011 under the company 's stock option rights 2007A .",1,,,
3570,Financial Phrasebank,"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",1,,,
3571,Financial Phrasebank,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .",1,,,
3572,Financial Phrasebank,EUR 152.4 mn of this was net interest income .,1,,,
3573,Financial Phrasebank,"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",1,,,
3574,Financial Phrasebank,Financing of the project will come mainly from China .,1,,,
3575,Financial Phrasebank,Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,1,,,
3576,Financial Phrasebank,Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .,1,,,
3577,Financial Phrasebank,Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,1,,,
3578,Financial Phrasebank,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",1,,,
3579,Financial Phrasebank,Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,1,,,
3580,Financial Phrasebank,"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",1,,,
3581,Financial Phrasebank,Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,0,,,
3582,Financial Phrasebank,"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",1,,,
3583,Financial Phrasebank,"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",1,,,
3584,Financial Phrasebank,"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",1,,,
3585,Financial Phrasebank,"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",1,,,
3586,Financial Phrasebank,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",1,,,
3587,Financial Phrasebank,"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",1,,,
3588,Financial Phrasebank,"Following the issue , the number of shares in the Swedish company will grow by 9 % .",1,,,
3589,Financial Phrasebank,"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",1,,,
3590,Financial Phrasebank,"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",1,,,
3591,Financial Phrasebank,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",1,,,
3592,Financial Phrasebank,Fortum is now considering taking part in nuclear energy projects outside of Finland .,1,,,
3593,Financial Phrasebank,"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",1,,,
3594,Financial Phrasebank,"Garmin fell 4.5 percent to $ 34.53 at 1:33 p.m. in New York , while Google slid 0.7 percent at $ 576.50 .",1,,,
3595,Financial Phrasebank,GE is building the facility with wind power developer Invenergy Wind LLC .,1,,,
3596,Financial Phrasebank,"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",1,,,
3597,Financial Phrasebank,Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,1,,,
3598,Financial Phrasebank,"GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE .",1,,,
3599,Financial Phrasebank,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",1,,,
3600,Financial Phrasebank,"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",1,,,
3601,Financial Phrasebank,High winds also toppled three semi-trailers on I-15 north of Barstow .,1,,,
3602,Financial Phrasebank,HK Ruokatalo 's target is to know the consumers .,1,,,
3603,Financial Phrasebank,"Honkarakenne 's customer in this project is one of the biggest real estate companies in Kazakhstan , according to the company .",1,,,
3604,Financial Phrasebank,"However , the production is almost entirely very labor intensive and based on small investments only .",1,,,
3605,Financial Phrasebank,"In 2006 , the company intends to invest significantly in expanding its distribution and maintenance network .",2,,,
3606,Financial Phrasebank,"In 2007 , Etteplan had turnover of EUR125 .2 m.",1,,,
3607,Financial Phrasebank,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees .",1,,,
3608,Financial Phrasebank,In 2007 Etteplan reported a turnover of EUR125 .2 m.,1,,,
3609,Financial Phrasebank,"In 2008 , AVC Systemhaus had net sales of EUR 10 million USD 7.1 m .",1,,,
3610,Financial Phrasebank,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .,1,,,
3611,Financial Phrasebank,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .",1,,,
3612,Financial Phrasebank,"In addition , the company is considering the start of production in Russia .",1,,,
3613,Financial Phrasebank,"In addition , the company will reduce a maximum of ten jobs .",0,,,
3614,Financial Phrasebank,"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",1,,,
3615,Financial Phrasebank,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",1,,,
3616,Financial Phrasebank,"In addition to Russia , we now seek additional growth in Ukraine .",2,,,
3617,Financial Phrasebank,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",1,,,
3618,Financial Phrasebank,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",1,,,
3619,Financial Phrasebank,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",1,,,
3620,Financial Phrasebank,"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",1,,,
3621,Financial Phrasebank,"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",2,,,
3622,Financial Phrasebank,"In Finland , Alma Media will focus on quality and developing chain operations .",1,,,
3623,Financial Phrasebank,"In Finland , the five largest brands control 90 % of the beer market .",1,,,
3624,Financial Phrasebank,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,0,,,
3625,Financial Phrasebank,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,1,,,
3626,Financial Phrasebank,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",1,,,
3627,Financial Phrasebank,In Sweden the agreement covers data communication services as well .,1,,,
3628,Financial Phrasebank,"In the automobile space , Maruti is the most searched brand in cars .",1,,,
3629,Financial Phrasebank,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",2,,,
3630,Financial Phrasebank,"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",1,,,
3631,Financial Phrasebank,"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1,,,
3632,Financial Phrasebank,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1,,,
3633,Financial Phrasebank,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",1,,,
3634,Financial Phrasebank,"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",1,,,
3635,Financial Phrasebank,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",1,,,
3636,Financial Phrasebank,Inha Works has invested in its product development and market research .,1,,,
3637,Financial Phrasebank,"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",1,,,
3638,Financial Phrasebank,"It grew in Finland , Norway , Denmark and the Baltic countries .",1,,,
3639,Financial Phrasebank,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,1,,,
3640,Financial Phrasebank,"It is being developed by Symbian , the software licensing consortium led by Nokia .",1,,,
3641,Financial Phrasebank,It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,1,,,
3642,Financial Phrasebank,It is the first application in the market for invoice and purchase requisition approval with a mobile device .,1,,,
3643,Financial Phrasebank,"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",1,,,
3644,Financial Phrasebank,It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,1,,,
3645,Financial Phrasebank,Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,1,,,
3646,Financial Phrasebank,J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,1,,,
3647,Financial Phrasebank,"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",1,,,
3648,Financial Phrasebank,Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,1,,,
3649,Financial Phrasebank,"Kemira 's R&D organization comprises approximately 750 people , the company said .",1,,,
3650,Financial Phrasebank,"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",0,,,
3651,Financial Phrasebank,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,1,,,
3652,Financial Phrasebank,"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",1,,,
3653,Financial Phrasebank,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",1,,,
3654,Financial Phrasebank,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,2,,,
3655,Financial Phrasebank,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",1,,,
3656,Financial Phrasebank,Lemcon has also signed a pre-contract for the purchase of the park 's entire 130-hectare site .,2,,,
3657,Financial Phrasebank,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,1,,,
3658,Financial Phrasebank,"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",1,,,
3659,Financial Phrasebank,"ADP News - Jan 13 , 2009 - Finnish industrial and environmental measurement equipment maker Vaisala Oyj OMX : VAIAS said yesterday it will develop an operational reference radiosonde for climate change observations .",1,,,
3660,Financial Phrasebank,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",1,,,
3661,Financial Phrasebank,M+ñkel+ñ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,1,,,
3662,Financial Phrasebank,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,1,,,
3663,Financial Phrasebank,Margin call of Zanadvorov has given the chance to make such purchase under the credit of Deutsche Bank for USD 560 million .,1,,,
3664,Financial Phrasebank,Marimekko is considering further measures in the matter .,1,,,
3665,Financial Phrasebank,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,1,,,
3666,Financial Phrasebank,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",1,,,
3667,Financial Phrasebank,"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito .",1,,,
3668,Financial Phrasebank,"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",1,,,
3669,Financial Phrasebank,"Most of the new substations support EDGE technology , which enables faster data traffic .",1,,,
3670,Financial Phrasebank,"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",1,,,
3671,Financial Phrasebank,"Most recently , he founded Virent Energy Systems , Inc. , an 80 person catalytic biofuels company , where , as president and CEO , he led the company through multiple financings , defined the company 's market strategy , and secured the company 's first customers .",1,,,
3672,Financial Phrasebank,"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",1,,,
3673,Financial Phrasebank,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",1,,,
3674,Financial Phrasebank,Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,1,,,
3675,Financial Phrasebank,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,1,,,
3676,Financial Phrasebank,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,1,,,
3677,Financial Phrasebank,Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,1,,,
3678,Financial Phrasebank,"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",1,,,
3679,Financial Phrasebank,"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",1,,,
3680,Financial Phrasebank,M-real plans to discontinue production of standard coated fine paper in the Hallein and Gohrsm++hle mills .,1,,,
3681,Financial Phrasebank,Neste Oil will offer outplacement services to the 111 employees to be reduced .,1,,,
3682,Financial Phrasebank,News Corp. 's MySpace.com Web site will display submissions for the expanded Broadband Emmy Awards as part of an effort to identify aspiring video artists .,1,,,
3683,Financial Phrasebank,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,1,,,
3684,Financial Phrasebank,No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,1,,,
3685,Financial Phrasebank,No financial details of the deployment were disclosed .,1,,,
3686,Financial Phrasebank,No financial or pricing details were disclosed .,1,,,
3687,Financial Phrasebank,No planned closing date was provided .,1,,,
