Sentence_ID,Source,Sentence,Label
4450,Financial Phrasebank,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,0
4032,Financial Phrasebank,Nokia Siemens Networks has struggled to make a profit in the past two years .,0
2066,Financial Phrasebank,`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',2
2985,Financial Phrasebank,It was decided that the auditors are reimbursed according to invoice .,1
2409,Financial Phrasebank,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1
2076,Financial Phrasebank,"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",2
1523,Financial Phrasebank,"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",1
4671,Financial Phrasebank,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,0
4376,Financial Phrasebank,"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",0
4829,Financial Phrasebank,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
4609,Financial Phrasebank,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,1
784,Financial Phrasebank,The acquisition is expected to improve access to chrome ore resources in Turkey .,2
4490,Financial Phrasebank,At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,2
4380,Financial Phrasebank,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0
3574,Financial Phrasebank,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,1
4208,Financial Phrasebank,It is a disappointment to see the plan folded .,0
1840,Financial Phrasebank,"Community gardening has become a popular activity , especially to raise vegetables .",1
1894,Financial Phrasebank,Both companies will keep their commercial independence and continue to market their traditional products individually .,1
3544,Financial Phrasebank,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",0
3172,Financial Phrasebank,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",1
2875,Financial Phrasebank,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1
698,Financial Phrasebank,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0
501,Financial Phrasebank,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .,0
2304,Financial Phrasebank,"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",2
2587,Financial Phrasebank,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1
2969,Financial Phrasebank,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1
2035,Financial Phrasebank,Return on investment was 16.6 % compared to 15.8 % in 2004 .,2
4455,Financial Phrasebank,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0
1743,Financial Phrasebank,`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2
4451,Financial Phrasebank,The dismissed staff members will now take the matter to court unless it can be settled outside .,0
2904,Financial Phrasebank,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,1
3403,Financial Phrasebank,The webcast may be followed online on the company website at www.ruukki.com/investors .,1
603,Financial Phrasebank,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .",2
1777,Financial Phrasebank,Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,2
737,Financial Phrasebank,"At the moment , Valio is not worried , but if the ban continues for long , it may become quite a problem .",0
2816,Financial Phrasebank,"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",1
1922,Financial Phrasebank,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,0
2270,Financial Phrasebank,"agreement with SHB 30 December 2009 - Finnish financial services group Aktia HEL : AKTAV has concluded a market making agreement with Svenska Handelsbanken STO : SHB A , or SHB , the two parties said today .",2
1147,Financial Phrasebank,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,2
506,Financial Phrasebank,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,2
52,Financial Phrasebank,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",2
294,Financial Phrasebank,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",2
608,Financial Phrasebank,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",2
4775,Financial Phrasebank,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,2
2278,Financial Phrasebank,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2
2753,Financial Phrasebank,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",0
2771,Financial Phrasebank,Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,1
4815,Financial Phrasebank,"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0
4439,Financial Phrasebank,"`` We cut our frequency to New York last year , which explains the fall , '' he said .",0
4473,Financial Phrasebank,"The long-standing partnership and commitment enable both parties to develop their respective operations , and ESL Shipping will also have the opportunity to update its fleet and improve its efficiency .",2
2722,Financial Phrasebank,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1
880,Financial Phrasebank,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",2
4640,Financial Phrasebank,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",0
260,Financial Phrasebank,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",2
257,Financial Phrasebank,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",2
2307,Financial Phrasebank,"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",2
4664,Financial Phrasebank,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",0
4680,Financial Phrasebank,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,0
3189,Financial Phrasebank,The company expects meat purchases to remain at about 8mn kilos in 2011 .,1
4042,Financial Phrasebank,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,0
1562,Financial Phrasebank,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,1
2792,Financial Phrasebank,"ALEXANDRIA , Va. , Oct. 6 -- United States Patent no. 7,804,288 , issued on Sept. 28 , was assigned to Vacon Oyj ( Vaasa , Finland ) .",1
1075,Financial Phrasebank,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",1
4650,Financial Phrasebank,"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",0
2210,Financial Phrasebank,The company feels these leases are prime locations due to several producing formations in the immediate area .,2
3569,Financial Phrasebank,"Customers wave cards in front of the reader to make payments , similar to `` touch and go '' cards used in transport systems .",1
1014,Financial Phrasebank,"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",2
1359,Financial Phrasebank,"The center offers a comprehensive range of device design services spanning from electronics , mechanics and software design to a full range of testing laboratory services .",1
3386,Financial Phrasebank,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority .",1
912,Financial Phrasebank,"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",2
4132,Financial Phrasebank,The company initially estimated that it would cut up to 30 jobs .,0
1164,Financial Phrasebank,Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,1
3629,Financial Phrasebank,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",1
1093,Financial Phrasebank,The first phase will be completed by the end of 2012 .,1
4717,Financial Phrasebank,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,0
3051,Financial Phrasebank,No financial detail were available .,1
381,Financial Phrasebank,The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,2
4733,Financial Phrasebank,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",0
4525,Financial Phrasebank,"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",0
4547,Financial Phrasebank,BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,1
1496,Financial Phrasebank,Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,1
2838,Financial Phrasebank,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",1
90,Financial Phrasebank,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",2
4694,Financial Phrasebank,Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,0
4038,Financial Phrasebank,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 .",0
1572,Financial Phrasebank,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",2
4419,Financial Phrasebank,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0
3670,Financial Phrasebank,"ADPnews - Dec 23 , 2009 - Norwegian financial services group SpareBank 1 Gruppen AS OSL : SBGRP said its board of directors appointed today Jarle Haug managing director of its claims collection subsidiary SpareBank 1 Gruppen Finans",1
4310,Financial Phrasebank,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
3203,Financial Phrasebank,The company said that the results of the third quarter do not include non-recurring items .,1
4056,Financial Phrasebank,Finnish forest machinery manufacturer Ponsse has issued a profit warning .,0
1409,Financial Phrasebank,"The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010 .",1
4152,Financial Phrasebank,"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",0
2093,Financial Phrasebank,Efficiency programs totalling 100 million euros are under way in Finnair .,2
940,Financial Phrasebank,"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2
1966,Financial Phrasebank,"`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",0
1710,Financial Phrasebank,"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .",0
959,Financial Phrasebank,Nordea sees a return to positive growth for the Baltic countries in 2011 .,2
3492,Financial Phrasebank,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,0
4834,Financial Phrasebank,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",0
1713,Financial Phrasebank,"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2
3566,Financial Phrasebank,"Currently Glaston employs approximately 1,500 persons .",1
205,Financial Phrasebank,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",2
4828,Financial Phrasebank,"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0
948,Financial Phrasebank,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",2
4193,Financial Phrasebank,"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",0
340,Financial Phrasebank,"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",2
3436,Financial Phrasebank,"Uncertainties still exist , however .",1
4833,Financial Phrasebank,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0
3890,Financial Phrasebank,"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",1
367,Financial Phrasebank,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .,2
736,Financial Phrasebank,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",0
4644,Financial Phrasebank,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,0
3995,Financial Phrasebank,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
3138,Financial Phrasebank,"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",1
40,Financial Phrasebank,"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",2
3983,Financial Phrasebank,Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,1
1824,Financial Phrasebank,- I am pleased that Bjorn Wahlroos has accepted the nomination .,2
2824,Financial Phrasebank,"At the moment , there are approximately 20 Vianor sales offices in Russia .",1
1540,Financial Phrasebank,"In Penttil+ñ 's vision , the most important reason for the transaction is Russia .",1
2931,Financial Phrasebank,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,1
4290,Financial Phrasebank,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",0
2338,Financial Phrasebank,"The store is located in Poznan in a shopping center named Pestka , the company added .",1
3030,Financial Phrasebank,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",0
3945,Financial Phrasebank,"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",0
4658,Financial Phrasebank,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",0
973,Financial Phrasebank,"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",2
4053,Financial Phrasebank,The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,1
701,Financial Phrasebank,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0
4265,Financial Phrasebank,"The mill 's raw material need will increase by 100,000 m3 of wood .",1
95,Financial Phrasebank,Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,2
331,Financial Phrasebank,Exports grew 16.5 percent to 19.1 million liters .,2
595,Financial Phrasebank,The bank sees a potential for Getinge share to rise .,2
904,Financial Phrasebank,The Group also has a strong global position in other fishing categories .,2
2201,Financial Phrasebank,"The agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",1
4049,Financial Phrasebank,Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,0
283,Financial Phrasebank,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",2
899,Financial Phrasebank,"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",2
3993,Financial Phrasebank,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",0
909,Financial Phrasebank,"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2
3567,Financial Phrasebank,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",1
353,Financial Phrasebank,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",2
4567,Financial Phrasebank,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
4093,Financial Phrasebank,Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,2
1195,Financial Phrasebank,Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,2
4530,Financial Phrasebank,The first ship has been delayed and is estimated to be completed in spring 2010 .,0
525,Financial Phrasebank,"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds .",1
3872,Financial Phrasebank,The newspaper 's best sales asset is high quality journalism and journalistic content .,1
4830,Financial Phrasebank,"The OMX Helsinki index was 0.33 pct lower at 9,364.80 , while the OMX Helsinki CAP portfolio index was down 0.34 pct at 5,029.25 .",0
4282,Financial Phrasebank,"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",1
1855,Financial Phrasebank,"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .",2
4414,Financial Phrasebank,Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,0
3323,Financial Phrasebank,"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",1
4034,Financial Phrasebank,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",0
3627,Financial Phrasebank,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",1
4064,Financial Phrasebank,"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0
2315,Financial Phrasebank,The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,2
226,Financial Phrasebank,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",2
1716,Financial Phrasebank,Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,2
3317,Financial Phrasebank,"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",1
298,Financial Phrasebank,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",2
302,Financial Phrasebank,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,2
4077,Financial Phrasebank,The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,0
4599,Financial Phrasebank,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",0
681,Financial Phrasebank,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0
4074,Financial Phrasebank,"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",0
4728,Financial Phrasebank,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,0
1867,Financial Phrasebank,The Engines in Asia-Pacific industry profile is an essential resource for top-level data and analysis covering the engines industry .,1
2404,Financial Phrasebank,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",1
4552,Financial Phrasebank,The total need for staff cuts corresponds to about 300 man-years .,0
1646,Financial Phrasebank,The organization that is a member of the Russian auto sector union MPRA has become active since Tikkurila acquired Russian paint company Kraski Teks in 2006 .,1
3832,Financial Phrasebank,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",1
2051,Financial Phrasebank,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .",2
348,Financial Phrasebank,Net sales surged by 30 % to EUR 36 million .,2
761,Financial Phrasebank,"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines .",2
4284,Financial Phrasebank,They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,0
4030,Financial Phrasebank,"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",0
2518,Financial Phrasebank,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,1
4704,Financial Phrasebank,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,0
2314,Financial Phrasebank,The optimization of the steel components heating process will reduce the energy consumption .,2
1884,Financial Phrasebank,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",2
211,Financial Phrasebank,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .",1
3573,Financial Phrasebank,Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,1
3004,Financial Phrasebank,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
3053,Financial Phrasebank,No financial information was provided .,1
832,Financial Phrasebank,"Department store sales improved by 14 % to EUR 1,070.6 mn .",2
1442,Financial Phrasebank,This beauty is an updated version of her chichi loop shade launched in 2001 .,1
3179,Financial Phrasebank,The combined value of the orders is almost EUR 3mn .,1
4489,Financial Phrasebank,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,1
4186,Financial Phrasebank,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0
665,Financial Phrasebank,The costs of the new ropax vessels are 30 % lower than those of the present ones .,2
4214,Financial Phrasebank,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs .",0
4130,Financial Phrasebank,"That 's what I go to bed worrying about every night , ' he said .",0
2277,Financial Phrasebank,Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005 .,2
3696,Financial Phrasebank,No financial or pricing details were disclosed .,1
106,Financial Phrasebank,"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 .",2
4766,Financial Phrasebank,"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0
707,Financial Phrasebank,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2
4841,Financial Phrasebank,"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",0
2914,Financial Phrasebank,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",1
1658,Financial Phrasebank,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",1
213,Financial Phrasebank,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",2
484,Financial Phrasebank,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",1
467,Financial Phrasebank,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",2
4457,Financial Phrasebank,"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",2
4033,Financial Phrasebank,Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,0
3514,Financial Phrasebank,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",1
3222,Financial Phrasebank,The contract is for next year .,1
4722,Financial Phrasebank,The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,0
4575,Financial Phrasebank,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0
3483,Financial Phrasebank,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .",1
2305,Financial Phrasebank,The company expects net sales to significantly increase from 2009 .,2
2479,Financial Phrasebank,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1
1134,Financial Phrasebank,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",1
664,Financial Phrasebank,"According to Sepp+ñnen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .",2
